#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.cox1" spec="beast.base.evolution.alignment.TaxonSet">
#                    <alignment filter="1-666" id="cox1" spec="beast.base.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="BMT_RatesPrior.s:cox1" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:cox1" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:cox1" modelIndicator="@BMT_ModelIndicator.s:cox1" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:cox1" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:cox1" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:cox1" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:cox1" name="frequencies" spec="beast.base.inference.parameter.RealParameter">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:cox1" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:cox1x" name="distr"/>
#        </distribution>
#        <distribution id="BMT_GammaShapePrior.s:cox1" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:cox1" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:cox1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.6" name="distr">
#                <parameter estimate="false" id="RealParameter.6" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:cox1" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:cox1" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:cox1" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.0" name="distr">
#                <alpha id="Function$Constant.2" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.3" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:cox1" name="distribution" x="@BMT_frequencies.s:cox1">
#            <distr id="Dirichlet.2" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.4" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@cox1" id="treeLikelihood.cox1" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:cox1" hasInvariantSites="@hasInvariableSites.s:cox1" id="BEASTModelTest.s:cox1" proportionInvariant="@BMT_ProportionInvariable.s:cox1" shape="@BMT_gammaShape.s:cox1" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:cox1">
#                <parameter estimate="false" id="BMT_mutationRate.s:cox1" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.csn" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@output_partitioned 1" filter="667-1122" id="csn" spec="beast.base.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:csn" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:csn" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:csn" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:csn" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:csn" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.enam" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@output_partitioned 1" filter="1123-4560" id="enam" spec="beast.base.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:enam" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:enam" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:enam" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:enam" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:enam" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.mc" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@output_partitioned 1" filter="4561-5496" id="mc" spec="beast.base.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:mc" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:mc" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:mc" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:mc" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:mc" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.mcph1" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@output_partitioned 1" filter="5497-6713" id="mcph1" spec="beast.base.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:mcph1" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:mcph1" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:mcph1" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:mcph1" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:mcph1" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.prm1" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@output_partitioned 1" filter="6714-7134" id="prm1" spec="beast.base.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:prm1" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:prm1" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:prm1" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:prm1" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:prm1" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cox1	treeLikelihood.csn	treeLikelihood.enam	treeLikelihood.mc	treeLikelihood.mcph1	treeLikelihood.prm1	Tree.height	Tree.treeLength	YuleModel	birthRate	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4
0	-82568.945524873	-82556.4914276624	-12.45409721058932	-12923.13040901379	-5790.438905986545	-30288.925146779864	-9105.58457115304	-17574.820023646957	-6873.592371082203	2.437110085297004	10.853987409444905	-10.853987409444905	1.0	1.0	1.0	1.0	1.0	1.0	1.0	121321	5	1.0	0.1	1	1	0.1	1.0	0	0.25	0.25	0.25	0.25
5000	-33363.460429861596	-33538.12121382345	174.66078396185307	-7610.0340996515	-2244.594819301012	-11456.693063960736	-2653.5249979869923	-7065.489644078159	-2507.7845888450465	0.03533232366571783	0.6544787346885307	182.0015396263276	60.73166793522621	0.39393838272229553	1.3622302261293389	1.048296169819882	0.02305676901717675	2.7024651335281975	0.4700133187831079	123456	30	0.2825826867231265	0.7813406030994171	1	1	0.7813406030994171	0.2825826867231265	0	0.24301194337891976	0.2692014082620881	0.2361057989649716	0.2516808493940204
10000	-30846.92883988055	-31030.113388075388	183.1845481948369	-7046.905969064611	-2002.3226325534906	-11052.537280793995	-2519.416554717345	-6257.1051737830185	-2151.825777162925	0.04586803878816832	0.5785090419628056	190.12374963554527	110.74170626965414	0.1632622491897731	1.8510102453405868	0.7748781080114296	0.044173573023507676	3.098338043999503	0.0683377804351984	123456	30	0.2975889561742258	0.790250281145952	1	1	0.790250281145952	0.2975889561742258	0	0.233740878530107	0.27242052576958725	0.2369614438162577	0.25687715188404797
15000	-29861.11610553728	-30049.40861234902	188.29250681173917	-6777.026179830134	-1883.5161204552944	-10888.601659481916	-2442.580177308532	-6040.628781000968	-2017.055694272173	0.04449729614622516	0.5279494989834783	195.6761685091632	111.83336096823575	0.2075964138094692	1.82567687402685	0.3791106849284267	0.037635448829268274	3.5123451295767163	0.037635448829268274	123454	29	0.29791046861472315	0.836091659156415	1	1	0.836091659156415	0.29791046861472315	0	0.2521924873556646	0.2897259696128473	0.21765693262174132	0.2404246104097468
20000	-29594.742481214606	-29786.198018503375	191.45553728876843	-6714.009146336209	-1822.190983269037	-10877.828885776644	-2416.707933264802	-6013.408846055332	-1942.0522238013516	0.04410587293828071	0.49665020034787055	199.1872196699489	106.56216328611518	0.1555436534311534	2.210569409852639	0.3421867518977536	0.03569827018639477	3.220303644445664	0.03569827018639477	123454	29	0.3587274248578582	0.8527966307534472	1	1	0.8527966307534472	0.3587274248578582	0	0.2481088946579462	0.3021336498568684	0.20439628764771064	0.24536116783747472
25000	-29581.865897837684	-29772.875083182822	191.00918534513858	-6705.04924203406	-1817.9464963713658	-10877.59445872658	-2415.674373019711	-6014.478569361347	-1942.1319436697581	0.04742979548985756	0.49784869667554227	198.49177039951257	125.09217579314182	0.11536428393989592	2.407678723088423	0.2730818949593312	0.03569827018639477	3.1324785576395597	0.03569827018639477	123454	29	0.2758445593371897	0.8476563952115551	1	1	0.8476563952115551	0.2758445593371897	0	0.3058156693633995	0.31461893955351244	0.14522110831398055	0.23434428276910754
30000	-29583.978992637207	-29775.914301268836	191.9353086316299	-6721.413222577744	-1815.8632688064768	-10875.016250400433	-2411.5916916385454	-5997.29861850649	-1954.7312493391482	0.044273722893018425	0.49209140798523165	199.33391700807846	122.93948145740912	0.1914850794919458	2.5482325576173306	0.1914850794919458	0.03892964536216557	2.9909379926744464	0.03892964536216557	121343	9	0.2951861751411064	0.8520010782229616	1	1	0.8520010782229616	0.2951861751411064	0	0.2914848645200249	0.3030769323263061	0.1524883537218752	0.2529498494317938
35000	-29577.090791633065	-29769.21546197431	192.12467034124487	-6698.706922054327	-1821.6769096032974	-10862.645737287256	-2425.1955075077576	-6005.336251318793	-1955.654134202878	0.04229744844147266	0.4886151409671457	200.0671668665478	108.23189852412159	0.20703876065999874	2.2977409693331357	0.26102339483099823	0.03941942330231905	3.155358028571229	0.03941942330231905	123454	29	0.3572463123934208	0.8635083828179988	1	1	0.8635083828179988	0.3572463123934208	0	0.2583619126706875	0.3085169023979988	0.17073013266448983	0.26239105226682397
40000	-29586.151812655175	-29775.829871709324	189.67805905414932	-6700.265044822297	-1814.38336261419	-10867.013520197923	-2423.2989027673684	-6022.047887702196	-1948.8211536053482	0.043029365512749884	0.49409836003145513	197.64794459637056	83.26187095460143	0.14308004868448987	2.363964236845857	0.23395625108002882	0.013455558163577127	3.1024638565415574	0.14308004868448987	123451	27	0.408519842331594	0.8673619146597122	1	1	0.8673619146597122	0.408519842331594	0	0.294687002163736	0.29501183415160465	0.1555049339198423	0.25479622976481703
45000	-29599.15230848377	-29792.42920293566	193.27689445188665	-6724.853955835541	-1816.9995399262357	-10863.881774744235	-2416.514195488518	-6021.40108830793	-1948.7786486331954	0.04135419039222709	0.49373546007080943	199.50262913973188	111.81585821255076	0.16188921617063512	2.7192783625353325	0.16188921617063512	0.07577562641742977	2.7192783625353325	0.16188921617063512	121321	5	0.4722285761973663	0.8873889550817559	1	1	0.8873889550817559	0.4722285761973663	0	0.3046711579117047	0.29501183415160465	0.14359253661797244	0.2567244713187182
50000	-29570.643746840768	-29764.276578253062	193.6328314122935	-6706.425939081158	-1817.9765237188699	-10846.838125782095	-2424.315697581895	-6014.1652627773765	-1954.555029311669	0.04024539480105614	0.475512006713016	200.19835409835335	90.0378935319141	0.14578168818248335	2.765022251287372	0.1996896754401028	0.01432798512390214	2.765022251287372	0.11015614867876819	123425	26	0.5503204536580119	0.887862064220437	1	1	0.887862064220437	0.5503204536580119	0	0.2908252384463744	0.3088577536169349	0.14359253661797244	0.2567244713187182
55000	-29577.0900841927	-29767.573416350533	190.48333215783464	-6704.228917900807	-1818.7587967080315	-10856.001999692737	-2428.729658308987	-6011.773067760634	-1948.0809759793328	0.044082258046890484	0.49551670099279727	199.23197571327069	102.82300120054043	0.14412677902096183	2.6013232494821317	0.24896550338990342	0.0516755236243903	2.902233420858223	0.0516755236243903	123454	29	0.6101967634282589	0.887862064220437	1	1	0.887862064220437	0.6101967634282589	0	0.2820938916257076	0.3042272083502353	0.15702007784514166	0.2566588221789154
60000	-29600.053242765214	-29790.684666986668	190.63142422145393	-6710.7385969268025	-1821.7520991706242	-10873.787063113341	-2429.677893976368	-6008.142021991079	-1946.5869918084531	0.04187237887731905	0.5059593979433091	197.18585122874163	128.71523595354049	0.13686891656416442	2.7797389300452857	0.1351243622143442	0.03340449891657598	2.7797389300452857	0.1351243622143442	123423	24	0.6984072266928252	0.887862064220437	1	1	0.887862064220437	0.6984072266928252	0	0.32607543473738965	0.29414974398392735	0.12036101011700079	0.25941381116168216
65000	-29592.9586196303	-29784.651593173854	191.69297354355348	-6708.337564967964	-1818.5168811262324	-10887.11116487119	-2424.3154917786046	-5993.030521145239	-1953.3399692846206	0.04674831005683431	0.5056894679588648	198.15269808897114	101.38747452665979	0.18996902732818638	2.712692259022875	0.18996902732818638	0.03143698328550534	2.712692259022875	0.16324044401237295	121324	7	0.5490300975551139	0.887862064220437	1	1	0.887862064220437	0.5490300975551139	0	0.31419482555088324	0.2733496677981952	0.13240822428822718	0.2800472823626943
70000	-29579.21408591896	-29771.10608435392	191.8919984349589	-6705.660240698446	-1816.459233628741	-10873.83137558432	-2421.4878335501207	-6010.060279560728	-1943.6071213315686	0.04338060508168042	0.49985743033078656	198.40360833788463	94.72206295853559	0.1299514459712563	2.772161764260418	0.18080529353966487	0.014968285996986484	2.772161764260418	0.1299514459712563	123421	23	0.6380291235480688	0.887862064220437	1	1	0.887862064220437	0.6380291235480688	0	0.30381010602973374	0.3237335565629697	0.12200606814603003	0.25045026926126646
75000	-29574.285382900798	-29768.44253699027	194.1571540894743	-6693.454954750475	-1821.2707064465365	-10860.69935004311	-2421.72060247632	-6010.16393510925	-1961.1329881645809	0.04402482008372316	0.4847612253016614	200.5021228976223	109.98671439817377	0.1432436783603959	2.7744711941867286	0.14642282363458028	0.014968285996986484	2.7744711941867286	0.14642282363458028	123423	24	0.49163485172348176	0.887862064220437	1	1	0.887862064220437	0.49163485172348176	0	0.3276696645453747	0.2886431874684426	0.11890560382057426	0.26478154416560834
80000	-29576.71419451941	-29770.90017943537	194.18598491596194	-6703.662386564705	-1821.2257040439029	-10857.968286880292	-2415.8211076623475	-6015.247604086728	-1956.975090197394	0.04216068129924508	0.48155352520739503	200.52055648588552	99.94400742512482	0.16454596930460302	2.777360839943031	0.16454596930460302	0.058093190752365825	2.777360839943031	0.058093190752365825	121323	6	0.5621782934230983	0.887862064220437	1	1	0.887862064220437	0.5621782934230983	0	0.3083661483016575	0.28770245163977026	0.13511270866731034	0.2688186913912618
85000	-29577.12058209877	-29769.240020984715	192.11943888594232	-6709.966733039471	-1817.2857296812126	-10882.415132261196	-2415.7642699608477	-6002.670612098837	-1941.1375439431472	0.04422834443640105	0.4966285242157304	198.9974898431587	118.43456694147294	0.14543665119568133	2.758116402757377	0.14543665119568133	0.04745724089820123	2.758116402757377	0.14543665119568133	121321	5	0.7507275703146464	0.9015882603719905	1	1	0.9015882603719905	0.7507275703146464	0	0.333524083172794	0.2723021681226452	0.11501802202550987	0.2791557266790508
90000	-29572.994859530787	-29763.90029303857	190.90543350778262	-6699.684940340165	-1818.9289612174243	-10886.927620403389	-2411.5878667124794	-6000.246192487346	-1946.524711877768	0.04584227685513647	0.5054721842314825	198.08032555734715	115.4536483700002	0.13792930962024408	2.7635733194583194	0.18543503344803797	0.011559708394835402	2.7635733194583194	0.13792930962024408	123421	23	0.8381124087799443	0.9037113804512573	1	1	0.9037113804512573	0.8381124087799443	0	0.30428833964943847	0.32449927443485566	0.13033038268310948	0.24088200323259623
